year,section,characteristic,income_group,estimate_raw,estimate,flag
2015,Housing Adequacy,Severely inadequate,"$40,000 to $49,999",135,135.0,ok
2015,Housing Adequacy,Severely inadequate,"$50,000 to $59,999",78,78.0,ok
2015,Housing Adequacy,Severely inadequate,"$60,000 to $79,999",133,133.0,ok
2015,Housing Adequacy,Severely inadequate,"$80,000 to $99,999",65,65.0,ok
2015,Housing Adequacy,Severely inadequate,"Less than $10,000",314,314.0,ok
2015,Housing Adequacy,Upkeep,"$10,000 to $19,999",62,62.0,ok
2015,Housing Adequacy,Upkeep,"$100,000 to $119,999",S,,suppressed
2015,Housing Adequacy,Upkeep,"$120,000 or more",S,,suppressed
2015,Housing Adequacy,Upkeep,"$20,000 to $29,999",40,40.0,ok
2015,Housing Adequacy,Upkeep,"$30,000 to $39,999",S,,suppressed
2015,Housing Adequacy,Upkeep,"$40,000 to $49,999",S,,suppressed
2015,Housing Adequacy,Upkeep,"$50,000 to $59,999",S,,suppressed
2015,Housing Adequacy,Upkeep,"$60,000 to $79,999",S,,suppressed
2015,Housing Adequacy,Upkeep,"$80,000 to $99,999",S,,suppressed
2015,Housing Adequacy,Upkeep,"Less than $10,000",98,98.0,ok
2015,Housing Adequacy,Wiring,"$10,000 to $19,999",S,,suppressed
2015,Housing Adequacy,Wiring,"$100,000 to $119,999",.,,blank_or_na
2015,Housing Adequacy,Wiring,"$120,000 or more",.,,blank_or_na
2015,Housing Adequacy,Wiring,"$20,000 to $29,999",S,,suppressed
2015,Housing Adequacy,Wiring,"$30,000 to $39,999",S,,suppressed
2015,Housing Adequacy,Wiring,"$40,000 to $49,999",S,,suppressed
2015,Housing Adequacy,Wiring,"$50,000 to $59,999",S,,suppressed
2015,Housing Adequacy,Wiring,"$60,000 to $79,999",.,,blank_or_na
2015,Housing Adequacy,Wiring,"$80,000 to $99,999",.,,blank_or_na
2015,Housing Adequacy,Wiring,"Less than $10,000",S,,suppressed
2015,Mold,Basement,"$10,000 to $19,999",66,66.0,ok
2015,Mold,Basement,"$100,000 to $119,999",46,46.0,ok
2015,Mold,Basement,"$120,000 or more",97,97.0,ok
2015,Mold,Basement,"$20,000 to $29,999",98,98.0,ok
2015,Mold,Basement,"$30,000 to $39,999",63,63.0,ok
2015,Mold,Basement,"$40,000 to $49,999",60,60.0,ok
2015,Mold,Basement,"$50,000 to $59,999",52,52.0,ok
2015,Mold,Basement,"$60,000 to $79,999",100,100.0,ok
2015,Mold,Basement,"$80,000 to $99,999",59,59.0,ok
2015,Mold,Basement,"Less than $10,000",73,73.0,ok
2015,Mold,Bathroom(s),"$10,000 to $19,999",331,331.0,ok
2015,Mold,Bathroom(s),"$100,000 to $119,999",78,78.0,ok
2015,Mold,Bathroom(s),"$120,000 or more",146,146.0,ok
2015,Mold,Bathroom(s),"$20,000 to $29,999",283,283.0,ok
2015,Mold,Bathroom(s),"$30,000 to $39,999",239,239.0,ok
2015,Mold,Bathroom(s),"$40,000 to $49,999",166,166.0,ok
2015,Mold,Bathroom(s),"$50,000 to $59,999",123,123.0,ok
2015,Mold,Bathroom(s),"$60,000 to $79,999",157,157.0,ok
2015,Mold,Bathroom(s),"$80,000 to $99,999",111,111.0,ok
2015,Mold,Bathroom(s),"Less than $10,000",305,305.0,ok
2015,Mold,Bedroom(s),"$10,000 to $19,999",178,178.0,ok
2015,Mold,Bedroom(s),"$100,000 to $119,999",49,49.0,ok
2015,Mold,Bedroom(s),"$120,000 or more",81,81.0,ok
2015,Mold,Bedroom(s),"$20,000 to $29,999",165,165.0,ok
2015,Mold,Bedroom(s),"$30,000 to $39,999",146,146.0,ok
2015,Mold,Bedroom(s),"$40,000 to $49,999",95,95.0,ok
2015,Mold,Bedroom(s),"$50,000 to $59,999",68,68.0,ok
2015,Mold,Bedroom(s),"$60,000 to $79,999",100,100.0,ok
2015,Mold,Bedroom(s),"$80,000 to $99,999",59,59.0,ok
2015,Mold,Bedroom(s),"Less than $10,000",182,182.0,ok
2015,Mold,Housing units with mold in last 12 months,"$10,000 to $19,999",650,650.0,ok
2015,Mold,Housing units with mold in last 12 months,"$100,000 to $119,999",205,205.0,ok
2015,Mold,Housing units with mold in last 12 months,"$120,000 or more",401,401.0,ok
2015,Mold,Housing units with mold in last 12 months,"$20,000 to $29,999",569,569.0,ok
2015,Mold,Housing units with mold in last 12 months,"$30,000 to $39,999",471,471.0,ok
2015,Mold,Housing units with mold in last 12 months,"$40,000 to $49,999",378,378.0,ok
2015,Mold,Housing units with mold in last 12 months,"$50,000 to $59,999",279,279.0,ok
2015,Mold,Housing units with mold in last 12 months,"$60,000 to $79,999",458,458.0,ok
2015,Mold,Housing units with mold in last 12 months,"$80,000 to $99,999",281,281.0,ok
2015,Mold,Housing units with mold in last 12 months,"Less than $10,000",612,612.0,ok
2015,Mold,Kitchen,"$10,000 to $19,999",149,149.0,ok
2015,Mold,Kitchen,"$100,000 to $119,999",45,45.0,ok
2015,Mold,Kitchen,"$120,000 or more",44,44.0,ok
2015,Mold,Kitchen,"$20,000 to $29,999",102,102.0,ok
2015,Mold,Kitchen,"$30,000 to $39,999",69,69.0,ok
2015,Mold,Kitchen,"$40,000 to $49,999",38,38.0,ok
2015,Mold,Kitchen,"$50,000 to $59,999",35,35.0,ok
2015,Mold,Kitchen,"$60,000 to $79,999",48,48.0,ok
2015,Mold,Kitchen,"$80,000 to $99,999",39,39.0,ok
2015,Mold,Kitchen,"Less than $10,000",111,111.0,ok
2015,Mold,Living room,"$10,000 to $19,999",82,82.0,ok
2015,Mold,Living room,"$100,000 to $119,999",32,32.0,ok
2015,Mold,Living room,"$120,000 or more",S,,suppressed
2015,Mold,Living room,"$20,000 to $29,999",93,93.0,ok
2015,Mold,Living room,"$30,000 to $39,999",47,47.0,ok
2015,Mold,Living room,"$40,000 to $49,999",51,51.0,ok
2015,Mold,Living room,"$50,000 to $59,999",S,,suppressed
2015,Mold,Living room,"$60,000 to $79,999",50,50.0,ok
2015,Mold,Living room,"$80,000 to $99,999",S,,suppressed
2015,Mold,Living room,"Less than $10,000",125,125.0,ok
2015,Mold,Not reported,"$10,000 to $19,999",108,108.0,ok
2015,Mold,Not reported,"$100,000 to $119,999",86,86.0,ok
2015,Mold,Not reported,"$120,000 or more",150,150.0,ok
2015,Mold,Not reported,"$20,000 to $29,999",102,102.0,ok
2015,Mold,Not reported,"$30,000 to $39,999",109,109.0,ok
2015,Mold,Not reported,"$40,000 to $49,999",116,116.0,ok
2015,Mold,Not reported,"$50,000 to $59,999",100,100.0,ok
2015,Mold,Not reported,"$60,000 to $79,999",137,137.0,ok
2015,Mold,Not reported,"$80,000 to $99,999",95,95.0,ok
2015,Mold,Not reported,"Less than $10,000",201,201.0,ok
2015,Mold,Other room,"$10,000 to $19,999",67,67.0,ok
2015,Mold,Other room,"$100,000 to $119,999",S,,suppressed
2015,Mold,Other room,"$120,000 or more",71,71.0,ok
2015,Mold,Other room,"$20,000 to $29,999",61,61.0,ok
2015,Mold,Other room,"$30,000 to $39,999",42,42.0,ok
2015,Mold,Other room,"$40,000 to $49,999",51,51.0,ok
2015,Mold,Other room,"$50,000 to $59,999",36,36.0,ok
2015,Mold,Other room,"$60,000 to $79,999",80,80.0,ok
2015,Mold,Other room,"$80,000 to $99,999",45,45.0,ok
2015,Mold,Other room,"Less than $10,000",65,65.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"$10,000 to $19,999",200,200.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"$100,000 to $119,999",45,45.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"$120,000 or more",92,92.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"$20,000 to $29,999",168,168.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"$30,000 to $39,999",146,146.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"$40,000 to $49,999",121,121.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"$50,000 to $59,999",74,74.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"$60,000 to $79,999",111,111.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"$80,000 to $99,999",88,88.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,1,"Less than $10,000",156,156.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,2,"$10,000 to $19,999",47,47.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,2,"$100,000 to $119,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,2,"$120,000 or more",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,2,"$20,000 to $29,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,2,"$30,000 to $39,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,2,"$40,000 to $49,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,2,"$50,000 to $59,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,2,"$60,000 to $79,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,2,"$80,000 to $99,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,2,"Less than $10,000",51,51.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,3,"$10,000 to $19,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,3,"$100,000 to $119,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,3,"$120,000 or more",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,3,"$20,000 to $29,999",18,18.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,3,"$30,000 to $39,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,3,"$40,000 to $49,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,3,"$50,000 to $59,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,3,"$60,000 to $79,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,3,"$80,000 to $99,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,3,"Less than $10,000",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"$10,000 to $19,999",46,46.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"$100,000 to $119,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"$120,000 or more",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"$20,000 to $29,999",52,52.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"$30,000 to $39,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"$40,000 to $49,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"$50,000 to $59,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"$60,000 to $79,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"$80,000 to $99,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,4 or more,"Less than $10,000",100,100.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$10,000 to $19,999",96,96.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$100,000 to $119,999",83,83.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$120,000 or more",140,140.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$20,000 to $29,999",87,87.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$30,000 to $39,999",101,101.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$40,000 to $49,999",105,105.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$50,000 to $59,999",93,93.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$60,000 to $79,999",129,129.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$80,000 to $99,999",88,88.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"Less than $10,000",168,168.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$10,000 to $19,999",146,146.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$100,000 to $119,999",36,36.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$120,000 or more",78,78.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$20,000 to $29,999",142,142.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$30,000 to $39,999",120,120.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$40,000 to $49,999",111,111.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$50,000 to $59,999",65,65.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$60,000 to $79,999",113,113.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$80,000 to $99,999",83,83.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"Less than $10,000",125,125.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$10,000 to $19,999",172,172.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$100,000 to $119,999",102,102.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$120,000 or more",181,181.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$20,000 to $29,999",140,140.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$30,000 to $39,999",147,147.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$40,000 to $49,999",146,146.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$50,000 to $59,999",102,102.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$60,000 to $79,999",163,163.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$80,000 to $99,999",140,140.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"Less than $10,000",222,222.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$10,000 to $19,999",270,270.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$100,000 to $119,999",47,47.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$120,000 or more",109,109.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$20,000 to $29,999",194,194.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$30,000 to $39,999",141,141.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$40,000 to $49,999",135,135.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$50,000 to $59,999",104,104.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$60,000 to $79,999",123,123.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$80,000 to $99,999",119,119.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"Less than $10,000",252,252.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$10,000 to $19,999",227,227.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$100,000 to $119,999",49,49.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$120,000 or more",131,131.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$20,000 to $29,999",215,215.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$30,000 to $39,999",191,191.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$40,000 to $49,999",151,151.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$50,000 to $59,999",101,101.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$60,000 to $79,999",151,151.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$80,000 to $99,999",103,103.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"Less than $10,000",195,195.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$10,000 to $19,999","2,152",2152.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$100,000 to $119,999","1,600",1600.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$120,000 or more","3,743",3743.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$20,000 to $29,999","2,311",2311.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$30,000 to $39,999","2,317",2317.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$40,000 to $49,999","2,024",2024.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$50,000 to $59,999","1,818",1818.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$60,000 to $79,999","3,166",3166.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$80,000 to $99,999","2,240",2240.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"Less than $10,000","1,455",1455.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$120,000 or more",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"Less than $10,000",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"$10,000 to $19,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"$100,000 to $119,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"$120,000 or more",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"$20,000 to $29,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"$30,000 to $39,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"$40,000 to $49,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"$50,000 to $59,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"$60,000 to $79,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"$80,000 to $99,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Not reported,"Less than $10,000",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$10,000 to $19,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$100,000 to $119,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$120,000 or more",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$20,000 to $29,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$30,000 to $39,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$40,000 to $49,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$50,000 to $59,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$60,000 to $79,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$80,000 to $99,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"Less than $10,000",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Other,"$10,000 to $19,999",130,130.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other,"$100,000 to $119,999",78,78.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other,"$120,000 or more",199,199.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other,"$20,000 to $29,999",149,149.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other,"$30,000 to $39,999",173,173.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other,"$40,000 to $49,999",118,118.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other,"$50,000 to $59,999",116,116.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other,"$60,000 to $79,999",163,163.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other,"$80,000 to $99,999",94,94.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other,"Less than $10,000",159,159.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"$10,000 to $19,999",849,849.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"$100,000 to $119,999",319,319.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"$120,000 or more",694,694.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"$20,000 to $29,999",751,751.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"$30,000 to $39,999",698,698.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"$40,000 to $49,999",597,597.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"$50,000 to $59,999",448,448.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"$60,000 to $79,999",638,638.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"$80,000 to $99,999",477,477.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Other causes,"Less than $10,000",754,754.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$10,000 to $19,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$100,000 to $119,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$120,000 or more",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$20,000 to $29,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$30,000 to $39,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$40,000 to $49,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$50,000 to $59,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$60,000 to $79,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$80,000 to $99,999",.,,blank_or_na
2015,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"Less than $10,000",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$10,000 to $19,999",174,174.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$100,000 to $119,999",117,117.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$120,000 or more",216,216.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$20,000 to $29,999",145,145.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$30,000 to $39,999",121,121.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$40,000 to $49,999",125,125.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$50,000 to $59,999",96,96.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$60,000 to $79,999",166,166.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$80,000 to $99,999",145,145.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"Less than $10,000",94,94.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$10,000 to $19,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$100,000 to $119,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$120,000 or more",50,50.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$20,000 to $29,999",57,57.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$30,000 to $39,999",76,76.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$40,000 to $49,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$50,000 to $59,999",S,,suppressed
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$60,000 to $79,999",48,48.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$80,000 to $99,999",35,35.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"Less than $10,000",48,48.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$10,000 to $19,999","2,173",2173.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$100,000 to $119,999","1,618",1618.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$120,000 or more","3,793",3793.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$20,000 to $29,999","2,368",2368.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$30,000 to $39,999","2,393",2393.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$40,000 to $49,999","2,051",2051.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$50,000 to $59,999","1,829",1829.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$60,000 to $79,999","3,214",3214.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$80,000 to $99,999","2,275",2275.0,ok
2015,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"Less than $10,000","1,503",1503.0,ok
2015,Number of stoppages that lasted 6 hours or more:,1,"$10,000 to $19,999",206,206.0,ok
2015,Number of stoppages that lasted 6 hours or more:,1,"$100,000 to $119,999",95,95.0,ok
2015,Number of stoppages that lasted 6 hours or more:,1,"$120,000 or more",241,241.0,ok
2015,Number of stoppages that lasted 6 hours or more:,1,"$20,000 to $29,999",185,185.0,ok
2015,Number of stoppages that lasted 6 hours or more:,1,"$30,000 to $39,999",189,189.0,ok
2015,Number of stoppages that lasted 6 hours or more:,1,"$40,000 to $49,999",162,162.0,ok
